,5,15,30,50,75,100
0,0.6666222214698792,0.5274521708488464,0.6102409958839417,0.6620053648948669,0.6667169332504272,0.0
1,0.39809390902519226,0.5970118641853333,0.1746279001235962,0.24553151428699493,0.3435748517513275,0.6514061689376831
2,0.08001234382390976,0.6134158968925476,0.4230218827724457,0.49518823623657227,0.3540162444114685,0.7005064487457275
3,0.39213791489601135,0.621403694152832,0.4781985282897949,0.5925344824790955,0.5153648853302002,0.7046681046485901
4,0.4329746663570404,0.6517374515533447,0.5607307553291321,0.6785147786140442,0.6156491041183472,0.7276691794395447
5,0.5318138599395752,0.6816533803939819,0.6553372144699097,0.7313876748085022,0.6552590727806091,0.7295860648155212
6,0.5932942628860474,0.7182161211967468,0.6957954168319702,0.763849139213562,0.7239181399345398,0.7551352381706238
7,0.6262441277503967,0.7581809163093567,0.741515576839447,0.7888947129249573,0.7682110667228699,0.7818301916122437
8,0.6516228914260864,0.7392831444740295,0.7875165939331055,0.7801757454872131,0.7858483791351318,0.8084821105003357
9,0.6479905247688293,0.636130690574646,0.7249343395233154,0.799627423286438,0.8184083104133606,0.8330042362213135
10,0.7082698941230774,0.7657460570335388,0.7954915165901184,0.8976860642433167,0.8444725871086121,0.8351582288742065
11,0.6687722206115723,0.7843306064605713,0.7627562880516052,0.9168360829353333,0.8994812965393066,0.9052366614341736
12,0.7229268550872803,0.843515932559967,0.8853675127029419,0.9299972653388977,0.9241748452186584,0.9211267828941345
13,0.7506150603294373,0.8481506109237671,0.8820478320121765,0.9311285614967346,0.9482153654098511,0.9531756043434143
14,0.7659018635749817,0.8614475727081299,0.9150288701057434,0.944758415222168,0.9626489281654358,0.9572970271110535
15,0.7734684348106384,0.8737783432006836,0.9273725748062134,0.9552704691886902,0.9725449085235596,0.9694063067436218
16,0.7394458055496216,0.88477623462677,0.9412654042243958,0.9721084833145142,0.9780403971672058,0.9820815920829773
17,0.6983547210693359,0.8286296725273132,0.944862961769104,0.9771948456764221,0.9831787347793579,0.9847173094749451
18,0.7932305335998535,0.8673251271247864,0.9512211680412292,0.9813874959945679,0.9864287972450256,0.989583432674408
19,0.7671160697937012,0.9074448943138123,0.9139706492424011,0.9857975840568542,0.9890702962875366,0.9902563095092773
20,0.8205926418304443,0.9117507934570312,0.9418758749961853,0.9871492981910706,0.9915192723274231,0.9923126697540283
21,0.8219439387321472,0.9306058287620544,0.9495939612388611,0.9899736046791077,0.9913126826286316,0.9927385449409485
22,0.8307653665542603,0.9342480897903442,0.9592145681381226,0.9902443289756775,0.9920027256011963,0.9936487078666687
23,0.839715838432312,0.9423929452896118,0.9600197076797485,0.9915444850921631,0.9928127527236938,0.9938236474990845
24,0.8449581265449524,0.9488528966903687,0.9723361730575562,0.992200493812561,0.9929646253585815,0.993998646736145
25,0.8527303338050842,0.9507072567939758,0.9700280427932739,0.9929584860801697,0.993205726146698,0.9941391348838806
26,0.8294007182121277,0.9448674321174622,0.9776647090911865,0.9933769702911377,0.993266224861145,0.9942091703414917
27,0.7812881469726562,0.9449597597122192,0.9728442430496216,0.9936918020248413,0.9934464693069458,0.9942792057991028
28,0.787769615650177,0.9326145052909851,0.9829528331756592,0.9939528107643127,0.9934765100479126,0.994384229183197
29,0.8670327067375183,0.9404736161231995,0.976447582244873,0.993927001953125,0.9935666918754578,0.9944193363189697
30,0.860849916934967,0.9165228605270386,0.9841430187225342,0.9941100478172302,0.9937169551849365,0.9944543242454529
31,0.8883986473083496,0.9495940208435059,0.9774629473686218,0.9942145943641663,0.9929836988449097,0.9945244193077087
32,0.8878685832023621,0.9643996953964233,0.9858388900756836,0.9942934513092041,0.9884827733039856,0.9945594668388367
33,0.8926917910575867,0.9720687866210938,0.9764886498451233,0.9943196177482605,0.9182344675064087,0.9945940971374512
34,0.9005433320999146,0.9772838354110718,0.9864463806152344,0.9943457841873169,0.9416019916534424,0.9945944547653198
35,0.9021989107131958,0.9799770712852478,0.9766931533813477,0.9943719506263733,0.9516190886497498,0.9945944547653198
36,0.8883970379829407,0.9812097549438477,0.9866425395011902,0.9943981170654297,0.9794062972068787,0.9945940971374512
37,0.8602468371391296,0.9825482964515686,0.9737222790718079,0.994424045085907,0.985865592956543,0.9945944547653198
38,0.8490030765533447,0.9842994213104248,0.9871616363525391,0.9944242835044861,0.9813640117645264,0.9945944547653198
39,0.8833979964256287,0.9852579832077026,0.9753196835517883,0.9944503903388977,0.9913512468338013,0.9945940971374512
40,0.8865352272987366,0.9864446520805359,0.9876803755760193,0.9943971633911133,0.9924816489219666,0.9945944547653198
41,0.9156725406646729,0.9865238070487976,0.980986475944519,0.9942910671234131,0.9919761419296265,0.9945944547653198
42,0.9304857850074768,0.9884557723999023,0.9902971982955933,0.9942672848701477,0.9932658076286316,0.9945940971374512
43,0.9287435412406921,0.9879769086837769,0.9886146187782288,0.9939749240875244,0.9935659170150757,0.9945940971374512
44,0.9330666661262512,0.9881746768951416,0.9917209148406982,0.9850396513938904,0.9935065507888794,0.9945944547653198
45,0.9370483756065369,0.9860114455223083,0.9888572096824646,0.9285215139389038,0.9935663342475891,0.994414210319519
46,0.9346796870231628,0.9885753393173218,0.9891473650932312,0.8906043171882629,0.9935956001281738,0.9808213114738464
47,0.9142505526542664,0.9828497171401978,0.9908117055892944,0.816388726234436,0.9936264157295227,0.9646824598312378
48,0.9020698070526123,0.9838829636573792,0.9890315532684326,0.914771318435669,0.9936869144439697,0.7767943143844604
49,0.871441125869751,0.9706966876983643,0.9920729994773865,0.9552404284477234,0.9937471151351929,0.9148157238960266
50,0.9054880738258362,0.974486231803894,0.991400957107544,0.964699387550354,0.9938072562217712,0.7188937664031982
51,0.9024426937103271,0.9678154587745667,0.9930102825164795,0.9772056937217712,0.9938072562217712,0.9785774946212769
52,0.9392222762107849,0.98087078332901,0.9929767847061157,0.9841830730438232,0.9938673377037048,0.9266785979270935
53,0.9490659236907959,0.9811506271362305,0.9927766919136047,0.9885132908821106,0.9938673377037048,0.9549245834350586
54,0.954452395439148,0.9842422604560852,0.9933075308799744,0.9892136454582214,0.9938673377037048,0.9840892553329468
55,0.9632642269134521,0.9877030253410339,0.9935478568077087,0.9924581050872803,0.9938974380493164,0.9768458008766174
56,0.9643605947494507,0.990554928779602,0.9935943484306335,0.9930008053779602,0.993927538394928,0.9920571446418762
57,0.9676802754402161,0.9917499423027039,0.9937806129455566,0.9930649995803833,0.993927538394928,0.9905792474746704
58,0.9713111519813538,0.992026686668396,0.9936648011207581,0.9938473701477051,0.993927538394928,0.9886723160743713
59,0.9738380908966064,0.9925336241722107,0.9937565922737122,0.993897020816803,0.993927538394928,0.9901288747787476
60,0.9736121296882629,0.9934160113334656,0.9937350153923035,0.993979275226593,0.993927538394928,0.9925311207771301
61,0.9727296233177185,0.9936500787734985,0.9938982129096985,0.9942143559455872,0.9939575791358948,0.9937523603439331
62,0.9709427952766418,0.9938692450523376,0.9938285946846008,0.9942926168441772,0.9939575791358948,0.9938556551933289
63,0.960443377494812,0.9939523935317993,0.9939450621604919,0.9943196177482605,0.9939575791358948,0.994067907333374
64,0.9513942003250122,0.9938464760780334,0.9938285946846008,0.9943457841873169,0.9939575791358948,0.9941040873527527
65,0.8871827125549316,0.9939553141593933,0.9939216375350952,0.9944242835044861,0.9939575791358948,0.9941391348838806
66,0.8679516315460205,0.9939759373664856,0.9938754439353943,0.9944242835044861,0.9939575791358948,0.9941741228103638
67,0.842526912689209,0.9939767122268677,0.9939453601837158,0.9944242835044861,0.9939575791358948,0.9942441582679749
68,0.9165567755699158,0.9940407276153564,0.9938988089561462,0.9944242835044861,0.9939575791358948,0.994384229183197
69,0.9394460320472717,0.9940407276153564,0.9939684867858887,0.9944503903388977,0.9939575791358948,0.9943134188652039
70,0.9558778405189514,0.9940629601478577,0.9939453601837158,0.9944503903388977,0.9939575791358948,0.9943488836288452
71,0.9674093127250671,0.9940621852874756,0.9939687252044678,0.9944503903388977,0.9939575791358948,0.994384229183197
72,0.9740341901779175,0.9940836429595947,0.9939924478530884,0.9944503903388977,0.9939575791358948,0.994384229183197
73,0.9763621687889099,0.9940619468688965,0.9939924478530884,0.9944503903388977,0.9939575791358948,0.994384229183197
